,Math,Science,Literature,History,Art,Computer Science,Economics,Technology,Healthcare,Business,Arts,Education,Engineering,Analytical,Creative,Social
S170,64.0,80.0,77.0,98.0,64.0,67.0,80.0,5.0,1.0,5.0,2.0,3.0,3.0,0.056342078572621745,0.0036046591572902464,0.08803702834417704
S171,64.0,72.0,78.0,88.0,61.0,96.0,85.0,2.0,3.0,1.0,5.0,5.0,5.0,0.9565311329651273,0.7939929490436125,0.13201227672541005
S172,88.0,64.0,91.0,97.0,61.0,64.0,92.0,2.0,2.0,1.0,2.0,5.0,1.0,0.6148698648988196,0.6119737505092919,0.0005590939029246345
S173,94.0,78.0,74.0,94.0,67.0,60.0,97.0,1.0,5.0,4.0,5.0,1.0,4.0,0.4290642684911974,0.711775470601778,0.18679284711737176
S174,81.0,76.0,75.0,60.0,62.0,65.0,62.0,5.0,5.0,4.0,4.0,3.0,4.0,0.850903831994703,0.6603048940993314,0.006924297064552443
S175,89.0,70.0,86.0,81.0,65.0,97.0,90.0,2.0,4.0,1.0,4.0,5.0,2.0,0.8549141801113586,0.01940002952160247,0.8879288041598556
S176,65.0,79.0,70.0,61.0,90.0,97.0,85.0,4.0,2.0,3.0,2.0,5.0,3.0,0.3337188575698672,0.6986502552219784,0.7874309687117402
S177,86.0,90.0,83.0,72.0,84.0,96.0,84.0,4.0,2.0,3.0,4.0,4.0,2.0,0.2812688199572738,0.3564368334069763,0.5095417433223326
S178,88.0,90.0,98.0,61.0,71.0,64.0,86.0,2.0,3.0,2.0,4.0,5.0,3.0,0.5826915317979084,0.2920419060771723,0.9923953688452658
S179,93.0,73.0,66.0,96.0,95.0,69.0,88.0,5.0,5.0,4.0,5.0,1.0,3.0,0.7370046732222719,0.27415200982002885,0.6404321912676806
S180,75.0,97.0,80.0,97.0,92.0,88.0,76.0,4.0,2.0,4.0,2.0,4.0,1.0,0.43537120114261485,0.8603288915450646,0.32895007077682004
S181,72.0,65.0,61.0,67.0,91.0,95.0,68.0,3.0,5.0,4.0,3.0,3.0,3.0,0.18785398815324372,0.04613625878503691,0.9843092318677807
S182,82.0,66.0,90.0,80.0,60.0,61.0,99.0,3.0,3.0,5.0,5.0,4.0,2.0,0.35922167361379975,0.2205184684022531,0.4917684734274935
S183,70.0,96.0,77.0,83.0,78.0,64.0,88.0,4.0,3.0,2.0,4.0,2.0,5.0,0.2916393220448822,0.23290003432343376,0.6163845001992265
S184,98.0,61.0,76.0,70.0,96.0,72.0,88.0,3.0,2.0,1.0,3.0,5.0,5.0,0.07484840741361876,0.5089929496331433,0.3874313013446866
S185,91.0,99.0,67.0,69.0,84.0,70.0,87.0,4.0,1.0,2.0,4.0,5.0,2.0,0.5325292987476488,0.32044062313889543,0.5703209209248111
S186,92.0,98.0,85.0,67.0,97.0,85.0,91.0,5.0,5.0,1.0,3.0,2.0,1.0,0.08181854437458436,0.3761589561093618,0.23749860824613556
S187,87.0,66.0,94.0,61.0,81.0,81.0,62.0,5.0,5.0,1.0,2.0,5.0,2.0,0.4380897132551471,0.3983361069397916,0.6311836617166914
S188,67.0,63.0,74.0,98.0,71.0,88.0,68.0,1.0,5.0,4.0,4.0,5.0,3.0,0.6287577281595401,0.41336474742866736,0.18162315699654563
S189,99.0,79.0,93.0,85.0,80.0,82.0,77.0,5.0,5.0,5.0,1.0,5.0,5.0,0.5819136486070244,0.9665153699888054,0.18544272438823617
S190,83.0,88.0,97.0,97.0,72.0,91.0,78.0,1.0,5.0,4.0,4.0,5.0,1.0,0.06905917896461522,0.26456118549202656,0.41292033473426015
S191,76.0,61.0,77.0,98.0,86.0,73.0,74.0,5.0,5.0,2.0,3.0,1.0,3.0,0.30618842182011763,0.8347097094826742,0.49302767248707813
S192,67.0,68.0,80.0,94.0,73.0,86.0,67.0,2.0,3.0,5.0,4.0,1.0,1.0,0.24612788165929822,0.9501990568959998,0.12506281972124988
S193,94.0,77.0,73.0,67.0,67.0,96.0,61.0,5.0,3.0,1.0,2.0,2.0,3.0,0.12291144187804359,0.2452848592095742,0.07677212165325042
S194,76.0,72.0,73.0,68.0,86.0,79.0,97.0,2.0,4.0,5.0,1.0,5.0,3.0,0.751652684629813,0.31281083417663824,0.7298379919063374
S195,71.0,81.0,96.0,98.0,90.0,72.0,60.0,5.0,1.0,1.0,3.0,1.0,2.0,0.7627374676970475,0.2375185507486287,0.5183636387374841
S196,97.0,99.0,68.0,98.0,69.0,88.0,99.0,5.0,4.0,4.0,4.0,3.0,4.0,0.519592176221145,0.8713644123370684,0.02563085000313603
S197,89.0,61.0,77.0,87.0,91.0,83.0,97.0,5.0,1.0,2.0,4.0,4.0,4.0,0.3168003436488117,0.8824893803470213,0.23680322271664744
S198,73.0,84.0,84.0,91.0,86.0,91.0,90.0,2.0,5.0,4.0,1.0,3.0,2.0,0.13687998974645432,0.5761390949505701,0.305876761931008
S199,83.0,94.0,89.0,92.0,92.0,86.0,92.0,5.0,1.0,2.0,2.0,3.0,3.0,0.46729449326979833,0.8200127656447366,0.5206969750830628
S200,92.0,63.0,89.0,74.0,88.0,87.0,91.0,5.0,4.0,3.0,5.0,2.0,4.0,0.515889782660372,0.2781826756953911,0.7928655644774464
S201,95.0,89.0,97.0,71.0,62.0,74.0,69.0,1.0,2.0,5.0,1.0,2.0,3.0,0.7398146240479344,0.23412051465857975,0.3200045197121383
S202,81.0,82.0,70.0,75.0,75.0,73.0,65.0,5.0,1.0,3.0,1.0,4.0,4.0,0.7886281929915411,0.35771780182508994,0.40355961589309886
S203,76.0,90.0,69.0,79.0,68.0,74.0,98.0,5.0,1.0,4.0,2.0,2.0,4.0,0.36441227125565245,0.16163252651784366,0.34089653508290796
S204,61.0,63.0,83.0,77.0,70.0,96.0,85.0,4.0,5.0,5.0,2.0,3.0,1.0,0.8029353031038082,0.49107535437708927,0.45821748327596956
S205,67.0,81.0,64.0,61.0,64.0,94.0,91.0,3.0,5.0,3.0,5.0,3.0,2.0,0.15635117627582973,0.17756983853052843,0.04295016435011911
S206,78.0,98.0,63.0,82.0,78.0,85.0,85.0,5.0,2.0,3.0,4.0,4.0,1.0,0.013955531523223708,0.48801403807288213,0.40923235521296497
S207,66.0,91.0,92.0,85.0,83.0,82.0,97.0,4.0,1.0,3.0,1.0,1.0,1.0,0.27537757181157285,0.990046540351415,0.3979961956545057
S208,85.0,90.0,65.0,90.0,99.0,71.0,76.0,2.0,1.0,5.0,3.0,2.0,5.0,0.788846899131616,0.21054559333155676,0.24704120860874967
S209,85.0,62.0,74.0,97.0,83.0,89.0,95.0,3.0,2.0,3.0,4.0,3.0,4.0,0.5683913671847434,0.004028269702193499,0.017425461908900042
S210,86.0,81.0,61.0,66.0,75.0,83.0,89.0,4.0,3.0,4.0,2.0,4.0,1.0,0.14221872114952816,0.22312104103096309,0.5278495157997718
S211,60.0,86.0,68.0,66.0,64.0,89.0,86.0,2.0,2.0,2.0,1.0,1.0,1.0,0.6862294308161264,0.31187866398802566,0.23907093600378415
S212,69.0,84.0,77.0,66.0,90.0,91.0,70.0,1.0,1.0,5.0,5.0,1.0,2.0,0.8228111784933211,0.1627769846806758,0.6783265550578801
S213,69.0,81.0,90.0,73.0,62.0,83.0,73.0,4.0,4.0,5.0,1.0,3.0,4.0,0.9313305164158708,0.23221091024274054,0.08696536551614964
S214,75.0,87.0,94.0,99.0,61.0,93.0,77.0,4.0,2.0,4.0,5.0,1.0,1.0,0.9797588940160105,0.27077379612125163,0.27566320906000485
S215,66.0,97.0,66.0,63.0,75.0,65.0,79.0,4.0,3.0,5.0,4.0,5.0,3.0,0.48377229133799704,0.23105765904614617,0.9928723554335691
S216,90.0,78.0,81.0,80.0,77.0,91.0,93.0,5.0,5.0,5.0,1.0,3.0,1.0,0.042965885869543974,0.45147307893230826,0.5483467350630002
S217,86.0,97.0,89.0,92.0,86.0,82.0,78.0,2.0,4.0,1.0,5.0,2.0,3.0,0.466950857947249,0.5205229728628701,0.9875791442170644
S218,90.0,63.0,78.0,97.0,99.0,81.0,68.0,3.0,1.0,5.0,5.0,3.0,5.0,0.8769015838701242,0.3084436792961116,0.551477049190772
S219,90.0,69.0,69.0,89.0,69.0,95.0,77.0,4.0,1.0,1.0,5.0,3.0,4.0,0.00031101252880083585,0.40956900137371866,0.1638742228619684
S220,78.0,82.0,63.0,71.0,83.0,72.0,63.0,4.0,4.0,2.0,5.0,4.0,5.0,0.7113605907756597,0.22108957763361148,0.7488956455116084
S221,86.0,97.0,98.0,67.0,85.0,93.0,68.0,3.0,3.0,3.0,2.0,3.0,5.0,0.31315983398007285,0.9258286213113759,0.4454166017013462
S222,69.0,60.0,67.0,69.0,84.0,90.0,98.0,1.0,1.0,5.0,1.0,4.0,1.0,0.8395177196738491,0.6281660030390132,0.9773982149034702
S223,62.0,98.0,97.0,94.0,67.0,60.0,64.0,2.0,3.0,1.0,1.0,2.0,2.0,0.7427227507120846,0.7277033223113857,0.2648659824493186
S224,86.0,85.0,85.0,70.0,93.0,61.0,80.0,1.0,4.0,1.0,4.0,3.0,5.0,0.5048597509725403,0.29011368868563847,0.019293437018403692
S225,85.0,71.0,68.0,82.0,64.0,68.0,69.0,3.0,1.0,1.0,4.0,2.0,4.0,0.7105853326512335,0.23583649970426868,0.3973240303427875
S226,69.0,73.0,95.0,69.0,96.0,97.0,81.0,2.0,2.0,2.0,2.0,1.0,5.0,0.28463878717386626,0.19963585646365045,0.06711932438375345
S227,82.0,75.0,70.0,94.0,79.0,96.0,64.0,5.0,3.0,3.0,3.0,4.0,3.0,0.33788990877128633,0.08174492352120255,0.5403191404032229
S228,95.0,72.0,76.0,85.0,79.0,98.0,92.0,3.0,3.0,1.0,3.0,5.0,1.0,0.01962410376147128,0.9400198796428597,0.9664750194526766
S229,89.0,75.0,66.0,89.0,61.0,71.0,99.0,2.0,4.0,1.0,1.0,5.0,3.0,0.304653848296369,0.2601946408064699,0.10440519970180118
S230,60.0,62.0,67.0,85.0,99.0,70.0,80.0,2.0,5.0,5.0,1.0,2.0,5.0,0.9049189265806687,0.5868639252999043,0.6101249229981065
S231,64.0,99.0,85.0,80.0,68.0,76.0,96.0,4.0,4.0,5.0,1.0,4.0,1.0,0.895856462601998,0.9107867938565986,0.8283416697105109
S232,61.0,99.0,87.0,86.0,99.0,60.0,70.0,3.0,3.0,1.0,5.0,3.0,3.0,0.7734415610996611,0.8772412222999837,0.8759706066845226
S233,98.0,77.0,86.0,69.0,95.0,80.0,87.0,4.0,5.0,1.0,3.0,5.0,3.0,0.36864485627189947,0.9733912199789841,0.7091322131603892
S234,60.0,73.0,79.0,68.0,86.0,63.0,96.0,4.0,5.0,2.0,4.0,1.0,5.0,0.37020943401266204,0.4420495172755089,0.6871310582814713
S235,77.0,90.0,98.0,69.0,68.0,87.0,87.0,3.0,5.0,1.0,5.0,3.0,4.0,0.36109890963467917,0.8265577120200163,0.1480636211914763
S236,72.0,77.0,71.0,67.0,82.0,64.0,66.0,4.0,3.0,2.0,2.0,4.0,1.0,0.9075942987109628,0.30119751183660903,0.15271278534313093
S237,74.0,62.0,77.0,97.0,85.0,97.0,92.0,5.0,3.0,1.0,5.0,4.0,3.0,0.8580242814460233,0.2394632389357878,0.8433957380496012
S238,80.0,76.0,61.0,84.0,78.0,97.0,84.0,1.0,5.0,4.0,4.0,5.0,2.0,0.2962644034486761,0.9338642876541567,0.21907763980131123
S239,98.0,63.0,62.0,93.0,69.0,86.0,85.0,2.0,5.0,5.0,5.0,4.0,3.0,0.06964999107200132,0.936531163342389,0.1656257422436529
S240,86.0,60.0,79.0,84.0,69.0,60.0,75.0,4.0,4.0,2.0,5.0,4.0,4.0,0.9441325417222752,0.8239773501183365,0.08192538971663499
S241,70.0,63.0,94.0,72.0,80.0,74.0,69.0,5.0,3.0,2.0,1.0,4.0,3.0,0.4451351989429355,0.07339965813511562,0.32978656461181133
S242,97.0,70.0,91.0,92.0,79.0,95.0,89.0,1.0,5.0,1.0,5.0,3.0,1.0,0.3515030782399867,0.5996333303275736,0.9758955678431125
S243,69.0,74.0,88.0,60.0,80.0,74.0,62.0,2.0,3.0,1.0,4.0,1.0,1.0,0.16976344010755906,0.3291509647488121,0.5871024942145305
S244,92.0,97.0,78.0,63.0,71.0,84.0,93.0,2.0,3.0,4.0,3.0,3.0,4.0,0.17142085531959717,0.7107096622587191,0.4036597158863706
S245,76.0,65.0,71.0,74.0,76.0,60.0,73.0,4.0,2.0,5.0,2.0,4.0,1.0,0.9495722956353171,0.6298709452157262,0.363080711210095
S246,61.0,63.0,61.0,85.0,99.0,92.0,98.0,1.0,3.0,3.0,5.0,5.0,5.0,0.7194731210687536,0.8387545779899512,0.8004797640295018
S247,65.0,89.0,81.0,86.0,78.0,69.0,65.0,5.0,1.0,4.0,5.0,2.0,5.0,0.2627643941286838,0.41698335214885907,0.45217766103050494
S248,85.0,62.0,62.0,65.0,69.0,97.0,72.0,1.0,3.0,2.0,5.0,1.0,3.0,0.3883833921723755,0.3108635828558175,0.7527477992813477
S249,97.0,71.0,86.0,67.0,64.0,95.0,97.0,5.0,1.0,1.0,4.0,1.0,5.0,0.012224243431511073,0.29354422885877085,0.14161725697290362
S250,89.0,96.0,88.0,81.0,73.0,69.0,70.0,1.0,2.0,1.0,1.0,2.0,5.0,0.12876931589994722,0.2769586668974786,0.7621530911150485
S251,94.0,82.0,67.0,80.0,96.0,87.0,90.0,3.0,4.0,3.0,5.0,5.0,2.0,0.9694218690784336,0.5146184665410988,0.33897181757691786
S252,87.0,86.0,99.0,80.0,68.0,88.0,74.0,3.0,1.0,2.0,2.0,4.0,2.0,0.8291704663110869,0.06710342526824942,0.09316794187902822
S253,92.0,96.0,95.0,87.0,69.0,82.0,87.0,3.0,5.0,4.0,1.0,3.0,1.0,0.3453663147492667,0.448408499471351,0.7978378692813741
S254,93.0,64.0,77.0,65.0,82.0,87.0,72.0,2.0,3.0,4.0,4.0,1.0,5.0,0.9252639393357897,0.5312765349917838,0.49564466957127484
S255,84.0,66.0,61.0,75.0,61.0,95.0,61.0,4.0,1.0,5.0,3.0,4.0,4.0,0.2130110190790342,0.4511815436999833,0.9236442312740452
S256,97.0,69.0,73.0,86.0,74.0,80.0,71.0,1.0,4.0,1.0,4.0,1.0,4.0,0.3928995362733715,0.21068248780096244,0.3372950292051431
S257,92.0,99.0,81.0,97.0,77.0,61.0,88.0,3.0,3.0,1.0,3.0,1.0,1.0,0.5145946126351735,0.5985850305995709,0.4324298796401692
S258,66.0,90.0,77.0,68.0,67.0,92.0,64.0,2.0,3.0,2.0,2.0,4.0,1.0,0.7585361795403025,0.5844533821067067,0.6650481340116873
S259,73.0,72.0,70.0,79.0,82.0,86.0,74.0,5.0,2.0,4.0,3.0,5.0,1.0,0.8629189246112304,0.8656885702726528,0.2035083123020981
S260,89.0,75.0,99.0,77.0,82.0,95.0,97.0,4.0,5.0,1.0,1.0,5.0,4.0,0.6233447448326498,0.71664086104166,0.14585295326085113
S261,67.0,98.0,88.0,71.0,77.0,78.0,95.0,5.0,2.0,1.0,3.0,5.0,5.0,0.8427698370589184,0.1804698620113313,0.7992794232748571
S262,92.0,64.0,98.0,87.0,85.0,80.0,82.0,1.0,1.0,5.0,3.0,1.0,1.0,0.16146575662344942,0.7417785368110011,0.14814797888666376
S263,80.0,70.0,98.0,75.0,92.0,86.0,60.0,2.0,4.0,2.0,3.0,4.0,5.0,0.3788293108584687,0.14351613347207193,0.2707150963266297
S264,75.0,64.0,77.0,93.0,84.0,93.0,74.0,3.0,3.0,2.0,4.0,3.0,4.0,0.9845147773534846,0.10767565606938367,0.40646482641788817
S265,63.0,63.0,84.0,72.0,84.0,62.0,94.0,5.0,4.0,2.0,2.0,3.0,4.0,0.6769193408855229,0.09459857039728581,0.10903298741953338
S266,68.0,73.0,81.0,68.0,83.0,82.0,96.0,2.0,1.0,2.0,5.0,1.0,4.0,0.1432628725238746,0.6449863780330233,0.9093369179792065
S267,74.0,95.0,73.0,79.0,98.0,95.0,86.0,3.0,1.0,2.0,3.0,3.0,3.0,0.8259894539686515,0.9830552393574917,0.5781378845993937
S268,76.0,85.0,63.0,62.0,78.0,99.0,98.0,3.0,4.0,4.0,4.0,2.0,4.0,0.9614773046181858,0.304934165215452,0.42150459384606576
S269,66.0,95.0,78.0,71.0,79.0,97.0,71.0,3.0,1.0,1.0,1.0,1.0,1.0,0.39604136796612965,0.047357480278904296,0.8297052685405584
S270,88.0,89.0,79.0,63.0,61.0,89.0,82.0,5.0,1.0,1.0,1.0,2.0,5.0,0.024718188692368637,0.7298762510850118,0.407064782655264
S271,65.0,77.0,81.0,96.0,63.0,70.0,94.0,1.0,4.0,2.0,5.0,4.0,4.0,0.0062477160769091045,0.28994690286279945,0.3461276959188273
S272,70.0,93.0,68.0,90.0,91.0,94.0,70.0,2.0,4.0,3.0,2.0,2.0,3.0,0.9647024710600154,0.6610790976074561,0.5435715915061403
S273,76.0,95.0,61.0,83.0,74.0,87.0,62.0,2.0,4.0,4.0,4.0,3.0,4.0,0.12705056420265803,0.39110433951281687,0.035764353600368004
S274,88.0,72.0,81.0,90.0,66.0,85.0,90.0,3.0,3.0,3.0,2.0,5.0,3.0,0.7616854184723676,0.16277670219374785,0.5944357009464011
S275,97.0,97.0,63.0,94.0,92.0,62.0,78.0,4.0,3.0,1.0,2.0,4.0,2.0,0.6993915382563186,0.3665091277069856,0.6325931520994418
S276,68.0,78.0,78.0,85.0,72.0,81.0,67.0,2.0,1.0,3.0,4.0,5.0,2.0,0.7642328616466826,0.1841237951059882,0.6008603288374847
S277,83.0,85.0,62.0,66.0,61.0,92.0,71.0,5.0,5.0,3.0,5.0,4.0,3.0,0.7338831354408689,0.3570480894166259,0.16249115811654524
S278,71.0,69.0,86.0,77.0,63.0,99.0,82.0,5.0,3.0,4.0,2.0,1.0,3.0,0.28611602112442347,0.933074666839829,0.35744795476593705
S279,80.0,95.0,89.0,80.0,82.0,80.0,67.0,1.0,2.0,4.0,2.0,1.0,4.0,0.10770058775888203,0.08272650764932887,0.18049506574384377
S280,98.0,72.0,99.0,81.0,66.0,83.0,64.0,5.0,5.0,3.0,5.0,1.0,5.0,0.12751233568975173,0.4950436599571363,0.3475514441756089
S281,85.0,69.0,70.0,99.0,97.0,70.0,89.0,3.0,4.0,5.0,3.0,5.0,5.0,0.8414056546832641,0.8810785324312177,0.4732793878877798
S282,63.0,61.0,72.0,98.0,76.0,82.0,69.0,1.0,3.0,3.0,2.0,2.0,3.0,0.8885271045645945,0.45046163873100986,0.6419621239453586
S283,72.0,98.0,88.0,75.0,62.0,95.0,63.0,1.0,5.0,4.0,5.0,4.0,1.0,0.16253483264775082,0.052582561821875484,0.16008517640479736
S284,95.0,75.0,65.0,87.0,95.0,82.0,71.0,2.0,3.0,1.0,4.0,3.0,4.0,0.2518452358454064,0.7509818930403453,0.1735052424614706
S285,90.0,71.0,91.0,84.0,88.0,78.0,81.0,5.0,5.0,5.0,3.0,2.0,2.0,0.13065469553603204,0.9276093791294486,0.688802422343942
S286,83.0,92.0,95.0,99.0,75.0,61.0,67.0,4.0,2.0,2.0,4.0,4.0,4.0,0.4733055857282805,0.09496839321575856,0.8517909115713562
S287,72.0,89.0,60.0,71.0,66.0,73.0,94.0,3.0,4.0,3.0,3.0,3.0,4.0,0.10825843078886443,0.6110465317428557,0.6676764926214869
S288,87.0,71.0,99.0,83.0,60.0,76.0,97.0,2.0,2.0,4.0,2.0,4.0,3.0,0.40013880514998723,0.9112167250045752,0.050700611709019405
S289,87.0,92.0,83.0,65.0,80.0,63.0,92.0,5.0,1.0,4.0,3.0,5.0,3.0,0.8181169057986892,0.5537943982581998,0.6112037244076158
S290,69.0,95.0,72.0,95.0,68.0,90.0,63.0,1.0,2.0,2.0,3.0,1.0,3.0,0.9868255624823503,0.5826478031178226,0.7970279855623931
S291,79.0,67.0,86.0,95.0,68.0,83.0,96.0,2.0,3.0,5.0,1.0,2.0,3.0,0.15353076571977076,0.8092895921098178,0.7610729072241664
S292,99.0,89.0,85.0,63.0,60.0,79.0,87.0,1.0,3.0,2.0,1.0,2.0,5.0,0.9681100733676848,0.9357106349693205,0.2139865455114055
S293,83.0,87.0,87.0,64.0,91.0,89.0,80.0,5.0,4.0,1.0,5.0,4.0,1.0,0.46493312926432817,0.9114831781728534,0.6407650697076446
S294,75.0,67.0,71.0,91.0,84.0,62.0,85.0,2.0,3.0,3.0,2.0,5.0,3.0,0.46370039427287013,0.10893876160083071,0.35175756723622953
S295,95.0,76.0,86.0,81.0,97.0,94.0,66.0,2.0,4.0,4.0,2.0,1.0,5.0,0.6652399491535791,0.7769144819504971,0.44716691400925257
S296,62.0,65.0,72.0,74.0,85.0,92.0,74.0,5.0,2.0,3.0,5.0,5.0,4.0,0.05584449301108296,0.6331721822695304,0.9215863922248833
S297,98.0,73.0,78.0,87.0,83.0,92.0,71.0,4.0,4.0,5.0,5.0,5.0,3.0,0.4964107489054833,0.9284247012892929,0.35410072366254197
S298,69.0,66.0,60.0,74.0,60.0,79.0,61.0,3.0,3.0,1.0,5.0,5.0,2.0,0.8863657699364192,0.7863397526321838,0.9617415499400027
S299,62.0,95.0,75.0,88.0,95.0,98.0,62.0,2.0,1.0,2.0,3.0,1.0,1.0,0.791021235210428,0.32147974963046866,0.9005675272993175
S300,96.0,71.0,79.0,82.0,81.0,91.0,66.0,1.0,4.0,2.0,5.0,4.0,3.0,0.669731076461139,0.16206932574123722,0.04596507973936015
S301,81.0,61.0,73.0,75.0,83.0,66.0,63.0,4.0,3.0,5.0,5.0,2.0,4.0,0.36584560414828526,0.7868641497316774,0.6182145954469193
S302,96.0,64.0,61.0,64.0,62.0,67.0,85.0,5.0,3.0,5.0,2.0,3.0,1.0,0.527127159729342,0.0037276345902581554,0.43550070209874236
S303,69.0,93.0,95.0,71.0,79.0,88.0,73.0,2.0,2.0,1.0,5.0,2.0,1.0,0.15772338872524883,0.45456739711318783,0.9917703219878365
S304,64.0,86.0,63.0,88.0,62.0,92.0,89.0,1.0,2.0,4.0,2.0,4.0,5.0,0.8795388231199289,0.31063060410658105,0.5935073929629318
S305,95.0,68.0,60.0,82.0,62.0,91.0,83.0,1.0,3.0,2.0,3.0,5.0,2.0,0.5020952334139177,0.13004700521468282,0.9898065158151844
S306,65.0,72.0,74.0,89.0,71.0,99.0,94.0,3.0,5.0,4.0,5.0,2.0,2.0,0.42517515661329086,0.5056590370718294,0.6475993123109399
S307,87.0,63.0,66.0,75.0,81.0,84.0,62.0,2.0,5.0,2.0,5.0,1.0,1.0,0.19154453313061792,0.222226602359603,0.1925584251964374
S308,81.0,90.0,96.0,81.0,86.0,61.0,81.0,1.0,3.0,1.0,1.0,5.0,5.0,0.3844655434665284,0.19967695645772032,0.9263959679423892
S309,76.0,79.0,83.0,90.0,67.0,64.0,61.0,2.0,2.0,2.0,5.0,5.0,1.0,0.7143140463502409,0.8978355692229759,0.8484841303101982
S310,63.0,94.0,93.0,62.0,79.0,68.0,65.0,4.0,5.0,4.0,5.0,5.0,3.0,0.7031519515634316,0.24274618907515932,0.6153188642864619
S311,64.0,97.0,94.0,90.0,72.0,85.0,81.0,4.0,3.0,1.0,3.0,3.0,1.0,0.18629886063526735,0.1324760485102776,0.6325752419526063
S312,91.0,74.0,70.0,75.0,65.0,70.0,69.0,4.0,2.0,5.0,4.0,1.0,3.0,0.6246255935383099,0.15662214201948832,0.35242769744793145
S313,75.0,71.0,66.0,98.0,86.0,83.0,74.0,2.0,3.0,5.0,1.0,2.0,4.0,0.06628117385682908,0.7157331136860524,0.9874956513975438
S314,65.0,78.0,67.0,95.0,72.0,92.0,91.0,4.0,1.0,1.0,3.0,2.0,5.0,0.7399061554250342,0.8441521695754413,0.47634324228471936
S315,87.0,99.0,69.0,92.0,60.0,80.0,64.0,1.0,2.0,1.0,1.0,4.0,2.0,0.09558408116675032,0.7266065225053029,0.25652020013081467
S316,60.0,80.0,84.0,79.0,68.0,75.0,87.0,4.0,4.0,2.0,4.0,3.0,5.0,0.3882939532575296,0.7030992499618434,0.9047845261955824
S317,99.0,95.0,98.0,83.0,75.0,73.0,93.0,5.0,3.0,1.0,4.0,5.0,2.0,0.4862490489992497,0.9616055730956616,0.5199035282940041
S318,83.0,70.0,95.0,60.0,71.0,80.0,68.0,1.0,5.0,4.0,5.0,4.0,1.0,0.12251044846314063,0.5184337458253974,0.8606277059379672
S319,98.0,62.0,75.0,63.0,85.0,72.0,79.0,3.0,4.0,4.0,1.0,1.0,2.0,0.5380451331243199,0.7477553478624172,0.5479576118578754
S320,78.0,86.0,61.0,69.0,84.0,78.0,74.0,1.0,5.0,4.0,3.0,1.0,4.0,0.5460545603729003,0.2847609012972653,0.20126048455574663
S321,98.0,83.0,75.0,76.0,75.0,77.0,63.0,3.0,2.0,5.0,2.0,1.0,5.0,0.27891879584465384,0.4408378909238132,0.8095901107066984
S322,61.0,90.0,61.0,61.0,74.0,88.0,93.0,2.0,4.0,1.0,2.0,5.0,5.0,0.8289911073038604,0.16337781607271806,0.5528549141543084
S323,99.0,91.0,80.0,89.0,83.0,73.0,87.0,3.0,5.0,5.0,1.0,5.0,3.0,0.41602772296342794,0.5709357256381633,0.6476233870170266
S324,73.0,93.0,73.0,84.0,71.0,99.0,79.0,5.0,3.0,4.0,3.0,1.0,2.0,0.27961199271885595,0.9192423819415915,0.9354481550020175
S325,66.0,74.0,68.0,63.0,90.0,82.0,65.0,2.0,4.0,1.0,4.0,4.0,5.0,0.10535774254927899,0.703018481116219,0.03323206169494841
S326,87.0,71.0,81.0,83.0,93.0,78.0,83.0,5.0,1.0,2.0,3.0,5.0,1.0,0.04656379790728438,0.9577999140830219,0.6948531348703155
S327,79.0,93.0,86.0,88.0,60.0,95.0,98.0,1.0,2.0,1.0,1.0,2.0,5.0,0.3245416298480499,0.6698776677458906,0.8458350506536815
S328,66.0,79.0,79.0,84.0,80.0,68.0,86.0,2.0,4.0,5.0,4.0,1.0,4.0,0.8709034764113038,0.020519779024165352,0.8182280074102644
S329,87.0,84.0,95.0,93.0,61.0,68.0,78.0,2.0,2.0,3.0,1.0,2.0,5.0,0.8532027150599326,0.5955702048985262,0.47990384355002236
S330,74.0,80.0,75.0,61.0,85.0,88.0,92.0,2.0,5.0,1.0,3.0,3.0,4.0,0.11099891719762656,0.23961383966889915,0.49048511966542396
S331,93.0,86.0,66.0,74.0,76.0,68.0,72.0,2.0,1.0,4.0,1.0,1.0,4.0,0.8650797111735102,0.803134356799323,0.4959295809187364
S332,91.0,61.0,91.0,79.0,78.0,86.0,95.0,1.0,4.0,2.0,4.0,2.0,3.0,0.785627022830479,0.7657333750164519,0.5790153513666073
S333,89.0,70.0,75.0,85.0,89.0,61.0,93.0,4.0,3.0,4.0,1.0,3.0,5.0,0.22032545343196674,0.3480037687598495,0.16406455019241817
S334,81.0,90.0,80.0,95.0,99.0,82.0,85.0,5.0,5.0,3.0,2.0,4.0,1.0,0.007150506422759273,0.08052543134143653,0.7596256343931247
S335,77.0,74.0,93.0,81.0,87.0,66.0,99.0,1.0,3.0,5.0,1.0,1.0,2.0,0.033486150767497724,0.399852638814125,0.9857803316719528
S336,83.0,94.0,72.0,72.0,90.0,78.0,88.0,1.0,1.0,4.0,1.0,4.0,5.0,0.7952392178102201,0.7506176050391641,0.2747087679731536
S337,81.0,80.0,75.0,89.0,64.0,65.0,80.0,2.0,1.0,2.0,2.0,2.0,3.0,0.6417302156108583,0.4987118476843829,0.6238244013183498
S338,70.0,83.0,87.0,74.0,98.0,99.0,78.0,4.0,2.0,5.0,1.0,2.0,2.0,0.43581611899349704,0.5309630403031398,0.9883962490176815
S339,76.0,62.0,62.0,98.0,87.0,90.0,67.0,1.0,5.0,2.0,2.0,5.0,2.0,0.3293128550079647,0.21645277348432967,0.44849444283072293
